controller,anti_windup_enabled,time_s,supply_temperature_c,return_temperature_c,setpoint_c,control_error_c,proportional_term,integral_error_c_s,integral_term,unrestricted_command,heat_load_kw,mass_flow_kg_s,flow_heat_transfer_kw,requested_cooling_fraction,applied_cooling_fraction,cooling_kw,energy_residual_kj
PI_NO_ANTI_WINDUP,False,530.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,540.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,550.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,560.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,570.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,580.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,590.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,600.0,7.0,8.435406698564593,7.0,0.0,0.0,300.0,0.3,0.3,120.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
PI_NO_ANTI_WINDUP,False,610.0,7.0,8.866028708133971,7.0,0.0,0.0,300.0,0.3,0.3,120.0,5.0,38.99999999999999,0.3,0.3,30.0,-4.547473508864641e-13
PI_NO_ANTI_WINDUP,False,620.0,7.043062200956938,9.253588516746412,7.0,0.043062200956938135,0.01291866028708144,300.0,0.3,0.31291866028708143,120.0,5.0,46.19999999999999,0.31291866028708143,0.31291866028708143,31.291866028708142,1.2505552149377763e-12
PI_NO_ANTI_WINDUP,False,630.0,7.114392985508574,9.606698564593302,7.0,0.11439298550857391,0.03431789565257217,300.4306220095694,0.3004306220095694,0.33474851766214153,120.0,5.0,52.089186602870804,0.33474851766214153,0.33474851766214153,33.47485176621415,2.2737367544323206e-13
PI_NO_ANTI_WINDUP,False,640.0,7.203456788554778,9.931630686110665,7.0,0.203456788554778,0.061037036566433396,301.5745518646551,0.30157455186465515,0.36261158843108854,120.0,5.0,57.01883445891804,0.36261158843108854,0.36261158843108854,36.26115884310885,-1.7053025658242404e-12
PI_NO_ANTI_WINDUP,False,650.0,7.302775810639989,10.232975975780914,7.0,0.3027758106399894,0.09083274319199681,303.6091197502029,0.30360911975020294,0.39444186294219974,120.0,5.0,61.24118345144531,0.39444186294219974,0.39444186294219974,39.444186294219975,-7.958078640513122e-13
PI_NO_ANTI_WINDUP,False,660.0,7.407067663066905,10.514118638692658,7.0,0.407067663066905,0.1221202989200715,306.63687785660284,0.3066368778566028,0.4287571767766743,120.0,5.0,64.93736539057822,0.4287571767766743,0.4287571767766743,42.87571767766743,-1.2505552149377763e-12
PI_NO_ANTI_WINDUP,False,670.0,7.512625786095186,10.77757622055592,7.0,0.5126257860951862,0.15378773582855584,310.70755448727186,0.3107075544872719,0.4644952903158277,120.0,5.0,68.23746408022933,0.4644952903158277,0.4644952903158277,46.44952903158277,2.2737367544323206e-13
PI_NO_ANTI_WINDUP,False,680.0,7.616874279150911,11.025243856535685,7.0,0.6168742791509114,0.18506228374527342,315.8338123482237,0.3158338123482237,0.5008960960934972,120.0,5.0,71.23492416734176,0.5008960960934972,0.5008960960934972,50.089609609349715,1.7053025658242404e-12
PI_NO_ANTI_WINDUP,False,690.0,7.718048033016902,11.258569578223044,7.0,0.7180480330169017,0.2154144099050705,322.0025551397328,0.3220025551397328,0.5374169650448033,120.0,5.0,73.99690029480837,0.5374169650448033,0.5374169650448033,53.74169650448033,-2.1600499167107046e-12
PI_NO_ANTI_WINDUP,False,700.0,7.814962883688327,11.478680103128267,7.0,0.8149628836883274,0.2444888651064982,329.1830354699018,0.32918303546990185,0.5736719005764,120.0,5.0,76.57168988629475,0.5736719005764,0.5736719005764,57.36719005764,-2.2737367544323206e-13
PI_NO_ANTI_WINDUP,False,710.0,7.906850442677106,11.686471060610112,7.0,0.906850442677106,0.2720551328031318,337.3326643067851,0.3373326643067851,0.6093877971099169,120.0,5.0,78.9940709147998,0.6093877971099169,0.6093877971099169,60.93877971099169,1.7053025658242404e-12
PI_NO_ANTI_WINDUP,False,720.0,7.993239395805374,11.882671678242648,7.0,0.9932393958053742,0.29797181874161227,346.4011687335562,0.3464011687335562,0.6443729874751685,120.0,5.0,81.28913470293902,0.6443729874751685,0.6443729874751685,64.43729874751685,-1.5916157281026244e-12
PI_NO_ANTI_WINDUP,False,730.0,8.073870189850457,12.067891129424758,7.0,1.0738701898504566,0.32216105695513697,356.3335626916099,0.35633356269160993,0.678494619646747,120.0,5.0,83.4750376371029,0.678494619646747,0.678494619646747,67.8494619646747,1.0231815394945443e-12
PI_NO_ANTI_WINDUP,False,740.0,8.148633709814227,12.242651714893166,7.0,1.1486337098142272,0.34459011294426817,367.0722645901145,0.3670722645901145,0.7116623775343827,120.0,5.0,85.5649763061498,0.7116623775343827,0.7116623775343827,71.16623775343827,-1.5916157281026244e-12
PI_NO_ANTI_WINDUP,False,750.0,8.217527195712368,12.40741259381111,7.0,1.2175271957123677,0.3652581587137103,378.5586016882568,0.3785586016882568,0.7438167604019671,120.0,5.0,87.5686048202637,0.7438167604019671,0.7438167604019671,74.38167604019671,-7.389644451905042e-13
PI_NO_ANTI_WINDUP,False,760.0,8.280622548727042,12.562586733427073,7.0,1.2806225487270417,0.3841867646181125,390.73387364538047,0.3907338736453805,0.774920638263493,120.0,5.0,89.49305146023066,0.774920638263493,0.774920638263493,77.4920638263493,2.8421709430404007e-13
PI_NO_ANTI_WINDUP,False,770.0,8.338043542190588,12.708552994382908,7.0,1.3380435421905883,0.40141306265717647,403.5400991326509,0.4035400991326509,0.8049531617898273,120.0,5.0,91.34364755081947,0.8049531617898273,0.8049531617898273,80.49531617898273,-1.0231815394945443e-12
PI_NO_ANTI_WINDUP,False,780.0,8.389949433921865,12.845664728589513,7.0,1.3899494339218652,0.4169848301765596,416.92053455455675,0.41692053455455674,0.8339053647311163,120.0,5.0,93.12444965855384,0.8339053647311163,0.8339053647311163,83.39053647311164,1.9895196601282805e-12
PI_NO_ANTI_WINDUP,False,790.0,8.436523181220632,12.974255878548586,7.0,1.4365231812206325,0.43095695436618975,430.82002889377543,0.43082002889377546,0.8617769832599652,120.0,5.0,94.83861337415422,0.8617769832599652,0.8617769832599652,86.17769832599652,2.1600499167107046e-12
PI_NO_ANTI_WINDUP,False,800.0,8.477962966140048,13.094645288241628,7.0,1.4779629661400477,0.4433888898420143,445.18526070598176,0.44518526070598174,0.888574150547996,120.0,5.0,96.48866053192302,0.888574150547996,0.888574150547996,88.8574150547996,-5.684341886080802e-14
PI_NO_ANTI_WINDUP,False,810.0,8.514476102394227,13.207139735457307,7.0,1.5144761023942266,0.454342830718268,459.9648903673822,0.45996489036738225,0.9143077210856503,120.0,5.0,98.07666993101837,0.9143077210856503,0.9143077210856503,91.43077210856502,-5.684341886080802e-14
PI_NO_ANTI_WINDUP,False,820.0,8.546274656568645,13.312036051576836,7.0,1.5462746565686452,0.4638823969705935,475.1096513913245,0.47510965139132455,0.9389920483619181,120.0,5.0,99.60441315567118,0.9389920483619181,0.9389920483619181,93.89920483619181,3.410605131648481e-13
PI_NO_ANTI_WINDUP,False,830.0,8.573572304030268,13.409622591501854,7.0,1.573572304030268,0.4720716912090804,490.572397957011,0.490572397957011,0.9626440891660915,120.0,5.0,101.07345100815614,0.9626440891660915,0.9626440891660915,96.26440891660914,-1.9895196601282805e-12
PI_NO_ANTI_WINDUP,False,840.0,8.59658207480322,13.500180242180534,7.0,1.5965820748032193,0.4789746224409658,506.30812099731367,0.5063081209973137,0.9852827434382795,120.0,5.0,102.48520169818586,0.9852827434382795,0.9852827434382795,98.52827434382795,-4.831690603168681e-13
PI_NO_ANTI_WINDUP,False,850.0,8.615514741570482,13.58398310486864,7.0,1.6155147415704825,0.4846544224711447,522.2739417453458,0.5222739417453458,1.0069283642164906,120.0,5.0,103.84098879293148,1.0,1.0,100.0,1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,860.0,8.633892678378768,13.661298947964662,7.0,1.6338926783787677,0.4901678035136303,538.4290891610507,0.5384290891610507,1.0285968926746811,120.0,5.0,105.07279103434517,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,870.0,8.658164405815826,13.73272100043191,7.0,1.6581644058158265,0.49744932174474793,554.7680159448383,0.5547680159448384,1.0522173376895863,120.0,5.0,106.05823282747615,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,880.0,8.687151165755903,13.799428020396139,7.0,1.6871511657559033,0.5061453497267709,571.3496600029966,0.5713496600029967,1.0774950097297675,120.0,5.0,106.84658626198092,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,890.0,8.719909951698396,13.862363014357953,7.0,1.719909951698396,0.5159729855095188,588.2211716605557,0.5882211716605557,1.1041941571700744,120.0,5.0,107.47726900958475,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,900.0,8.755686358442821,13.922280387517835,7.0,1.755686358442821,0.5267059075328463,605.4202711775397,0.6054202711775397,1.132126178710386,120.0,5.0,107.9818152076678,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,910.0,8.79387686182879,13.979783664036171,7.0,1.7938768618287906,0.5381630585486371,622.9771347619679,0.6229771347619679,1.161140193310605,120.0,5.0,108.38545216613424,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,920.0,8.833998642527998,14.03535566324127,7.0,1.8339986425279982,0.5501995927583995,640.9159033802558,0.6409159033802558,1.1911154961386554,120.0,5.0,108.70836173290739,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,930.0,8.875665445077795,14.089382640595781,7.0,1.8756654450777948,0.5626996335233384,659.2558898055358,0.6592558898055358,1.2219555233288744,120.0,5.0,108.96668938632591,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,940.0,8.918568265108062,14.14217360046982,7.0,1.9185682651080622,0.5755704795324187,678.0125442563138,0.6780125442563139,1.2535830237887327,120.0,5.0,109.17335150906072,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,950.0,8.962459899122706,14.193975746359481,7.0,1.962459899122706,0.5887379697368118,697.1982269073944,0.6971982269073944,1.2859361966442062,120.0,5.0,109.33868120724858,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,960.0,9.007142584324852,14.24498684106164,7.0,2.0071425843248516,0.6021427752974554,716.8228258986214,0.7168228258986215,1.3189656011960769,120.0,5.0,109.47094496579888,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,970.0,9.052458110477,14.2953650948138,7.0,2.0524581104769997,0.6157374331430999,736.89425174187,0.73689425174187,1.3526316848849698,120.0,5.0,109.57675597263912,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,980.0,9.098279909389149,14.345237075805958,7.0,2.0982799093891487,0.6294839728167446,757.41883284664,0.75741883284664,1.3869028056633845,120.0,5.0,109.6614047781113,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,990.0,9.144506726509299,14.394704038590115,7.0,2.1445067265092987,0.6433520179527896,778.4016319405315,0.7784016319405315,1.4217536498933212,120.0,5.0,109.72912382248906,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1000.0,9.19105755819585,14.443846986807872,7.0,2.1910575581958494,0.6573172674587547,799.8466992056245,0.7998466992056246,1.4571639666643792,120.0,5.0,109.78329905799126,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1010.0,9.23786760153552,14.492730723372507,7.0,2.2378676015355197,0.6713602804606559,821.757274787583,0.821757274787583,1.4931175552482387,120.0,5.0,109.82663924639301,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1020.0,9.284885014197688,14.541407090614646,7.0,2.2848850141976875,0.6854655042593062,844.1359508029382,0.8441359508029382,1.5296014550622443,120.0,5.0,109.86131139711442,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1030.0,9.332068322317852,14.589917562398787,7.0,2.332068322317852,0.6996204966953555,866.984800944915,0.866984800944915,1.5666052976402707,120.0,5.0,109.88904911769153,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1040.0,9.379384346804414,14.638295317816532,7.0,2.3793843468044145,0.7138153040413243,890.3054841680936,0.8903054841680936,1.604120788209418,120.0,5.0,109.91123929415323,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1050.0,9.426806544384094,14.686566900141157,7.0,2.4268065443840943,0.7280419633152283,914.0993276361378,0.9140993276361378,1.6421412909513662,120.0,5.0,109.9289914353226,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1060.0,9.47431368043827,14.734753543991289,7.0,2.4743136804382697,0.7422941041314809,938.3673930799787,0.9383673930799787,1.6806614972114597,120.0,5.0,109.94319314825809,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1070.0,9.52188876727204,14.782872237061824,7.0,2.5218887672720403,0.7565666301816121,963.1105298843614,0.9631105298843614,1.7196771600659735,120.0,5.0,109.95455451860647,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1080.0,9.569518214729488,14.830936569508683,7.0,2.569518214729488,0.7708554644188463,988.3294175570818,0.9883294175570818,1.7591848819759281,120.0,5.0,109.96364361488517,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1090.0,9.617191150685876,14.8789574134566,7.0,2.6171911506858763,0.7851573452057629,1014.0245997043767,1.0140245997043766,1.7991819449101394,120.0,5.0,109.97091489190812,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1100.0,9.664898877441418,14.926943466605366,7.0,2.664898877441418,0.7994696632324254,1040.1965112112355,1.0401965112112355,1.8396661744436609,120.0,5.0,109.97673191352649,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1110.0,9.712634436836282,14.974901687114809,7.0,2.7126344368362822,0.8137903310508846,1066.8454999856497,1.0668454999856496,1.880635831036534,120.0,5.0,109.9813855308212,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1120.0,9.760392262342604,15.022837641512794,7.0,2.760392262342604,0.8281176787027812,1093.9718443540125,1.0939718443540125,1.9220895230567936,120.0,5.0,109.98510842465696,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1130.0,9.808167900738091,15.070755783021612,7.0,2.8081679007380913,0.8424503702214273,1121.5757669774387,1.1215757669774387,1.964026137198866,120.0,5.0,109.98808673972557,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1140.0,9.855957789444913,15.118659674219098,7.0,2.855957789444913,0.8567873368334739,1149.6574459848196,1.1496574459848197,2.0064447828182934,120.0,5.0,109.99046939178045,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1150.0,9.9037590784008,15.166552165167516,7.0,2.9037590784007996,0.8711277235202398,1178.2170238792687,1.1782170238792686,2.0493447473995086,120.0,5.0,109.99237551342438,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1160.0,9.95156948755594,15.214435535916682,7.0,2.9515694875559397,0.8854708462667819,1207.2546146632767,1.2072546146632768,2.0927254609300587,120.0,5.0,109.9939004107395,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1170.0,9.999387192870483,15.262311610506444,7.0,2.9993871928704827,0.8998161578611448,1236.770309538836,1.236770309538836,2.136586467399981,120.0,5.0,109.99512032859158,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1180.0,10.047210735112548,15.310181848168686,7.0,3.0472107351125484,0.9141632205337644,1266.7641814675408,1.2667641814675408,2.180927402001305,120.0,5.0,109.99609626287327,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1190.0,10.095038946896631,15.35804741628891,7.0,3.095038946896631,0.9285116840689893,1297.2362888186663,1.2972362888186664,2.225747972887656,120.0,5.0,109.99687701029862,1.0,1.0,100.0,1.9610979506978765e-12
PI_NO_ANTI_WINDUP,False,1200.0,10.142870894314328,15.405909248775519,7.0,3.1428708943143278,0.9428612682942983,1328.1866782876325,1.3281866782876326,2.271047946581931,30.0,5.0,109.99750160823888,1.0,1.0,100.0,-1.7621459846850485e-12
PI_NO_ANTI_WINDUP,False,1210.0,10.190705830238915,15.023146083185859,7.0,3.1907058302389153,0.9572117490716745,1359.6153872307757,1.3596153872307757,2.31682713630245,30.0,5.0,100.9980012865911,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1220.0,10.195480956012078,14.683442727747623,7.0,3.1954809560120783,0.9586442868036235,1391.522445533165,1.391522445533165,2.3501667323367883,30.0,5.0,93.79840102927288,1.0,1.0,100.0,-1.2505552149377763e-12
PI_NO_ANTI_WINDUP,False,1230.0,10.165808233664102,14.378187220430528,7.0,3.1658082336641016,0.9497424700992304,1423.4772550932857,1.4234772550932857,2.373219725192516,30.0,5.0,88.0387208234183,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1240.0,10.108577232819213,14.100489991610344,7.0,3.108577232819213,0.9325731698457639,1455.1353374299267,1.4551353374299267,2.3877085072756907,30.0,5.0,83.43097665873462,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1250.0,10.029299609176794,13.84483938558769,7.0,3.0292996091767943,0.9087898827530383,1486.221109758119,1.486221109758119,2.3950109925111573,30.0,5.0,79.74478132698772,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1260.0,9.932384687296352,13.60682607780306,7.0,2.932384687296352,0.8797154061889056,1516.5141058498868,1.5165141058498868,2.3962295120387926,30.0,5.0,76.79582506159018,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1270.0,9.821359926825492,13.38292260860885,7.0,2.821359926825492,0.8464079780476476,1545.8379527228503,1.5458379527228503,2.392245930770498,30.0,5.0,74.43666004927216,1.0,1.0,100.0,2.3874235921539366e-12
PI_NO_ANTI_WINDUP,False,1280.0,9.699047295482297,13.170307010286972,7.0,2.6990472954822966,0.8097141886446889,1574.0515519911053,1.5740515519911054,2.3837657406357944,30.0,5.0,72.54932803941772,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1290.0,9.567704367441234,12.966721708662964,7.0,2.567704367441234,0.7703113102323701,1601.0420249459282,1.6010420249459283,2.3713533351782985,30.0,5.0,71.03946243153416,1.0,1.0,100.0,2.3874235921539366e-12
PI_NO_ANTI_WINDUP,False,1300.0,9.429137202041876,12.77036064439725,7.0,2.4291372020418756,0.7287411606125627,1626.7190686203405,1.6267190686203405,2.355460229232903,30.0,5.0,69.83156994522733,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1310.0,9.284790646755882,12.579778970018172,7.0,2.284790646755882,0.6854371940267645,1651.0104406407593,1.6510104406407593,2.3364476346675236,30.0,5.0,68.86525595618185,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1320.0,9.13582057956058,12.393820807548401,7.0,2.13582057956058,0.6407461738681739,1673.8583471083182,1.6738583471083182,2.3146045209764923,30.0,5.0,68.09220476494546,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1330.0,8.98315170283783,12.211561454606079,7.0,1.98315170283783,0.594945510851349,1695.216552903924,1.695216552903924,2.290162063755273,30.0,5.0,67.47376381195639,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1340.0,8.827523778493124,12.032261149285713,7.0,1.8275237784931235,0.548257133547937,1715.0480699323023,1.7150480699323023,2.2633052034802392,30.0,5.0,66.97901104956512,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1350.0,8.669528616050851,11.855328082062913,7.0,1.669528616050851,0.5008585848152552,1733.3233077172335,1.7333233077172336,2.2341818925324888,30.0,5.0,66.58320883965209,1.0,1.0,100.0,-1.3642420526593924e-12
PI_NO_ANTI_WINDUP,False,1360.0,8.509639663130526,11.680288805318167,7.0,1.5096396631305264,0.45289189893915793,1750.018593877742,1.750018593877742,2.2029104928169,30.0,5.0,66.26656707172168,1.0,1.0,100.0,2.3874235921539366e-12
