time_s,python_supply_temperature_c,simulink_supply_temperature_c,supply_error_c,python_return_temperature_c,simulink_return_temperature_c,return_error_c,python_cooling_fraction,simulink_cooling_fraction,cooling_fraction_error,python_integral_state_c_s,simulink_integral_state_c_s,integral_state_error_c_s
1840,6.40553570162629,6.40553570162629,8.88178419700125e-16,7.91985099575894,7.91985099575894,8.88178419700125e-16,0.304463421520951,0.304463421520951,2.22044604925031e-16,482.802711033063,482.802711033063,-1.13686837721616e-13
1850,6.41129095279987,6.41129095279987,8.88178419700125e-16,7.91196013620213,7.91196013620214,8.88178419700125e-16,0.300245353889286,0.300245353889286,1.11022302462516e-16,476.858068049326,476.858068049326,-1.13686837721616e-13
1860,6.41769980707824,6.41769980707824,8.88178419700125e-16,7.90543388771837,7.90543388771837,8.88178419700125e-16,0.296280919700795,0.296280919700795,2.22044604925031e-16,470.970977577324,470.970977577324,-1.13686837721616e-13
1870,6.42471200954378,6.42471200954378,8.88178419700125e-16,7.90020114951081,7.90020114951081,8.88178419700125e-16,0.292561578511241,0.292561578511242,1.66533453693773e-16,465.147975648107,465.147975648107,-1.13686837721616e-13
1880,6.43227930702793,6.43227930702793,8.88178419700125e-16,7.89619290537057,7.89619290537057,8.88178419700125e-16,0.289078887851923,0.289078887851924,1.11022302462516e-16,459.395095743545,459.395095743544,-1.13686837721616e-13
1890,6.44035540951678,6.44035540951678,8.88178419700125e-16,7.89334221539277,7.89334221539277,8.88178419700125e-16,0.285824511668857,0.285824511668857,1.11022302462516e-16,453.717888813824,453.717888813824,-1.13686837721616e-13
1900,6.4488959505499,6.4488959505499,8.88178419700125e-16,7.89158420466163,7.89158420466163,8.88178419700125e-16,0.282790228073961,0.282790228073961,2.22044604925031e-16,448.121442908992,448.121442908992,-1.13686837721616e-13
1910,6.45785844673908,6.45785844673908,8.88178419700125e-16,7.89085604910691,7.89085604910691,8.88178419700125e-16,0.279967936436214,0.279967936436215,1.66533453693773e-16,442.610402414491,442.610402414491,-1.13686837721616e-13
1920,6.46720225652791,6.46720225652791,8.88178419700125e-16,7.89109695872659,7.89109695872659,8.88178419700125e-16,0.277349663840255,0.277349663840256,2.22044604925031e-16,437.188986881881,437.188986881881,-1.13686837721616e-13
1930,6.47688853830747,6.47688853830747,8.88178419700125e-16,7.89224815836318,7.89224815836318,8.88178419700125e-16,0.274927570939401,0.274927570939401,2.22044604925031e-16,431.861009447161,431.86100944716,-1.13686837721616e-13
1940,6.48688020799754,6.48688020799754,8.88178419700125e-16,7.89425286621407,7.89425286621407,8.88178419700125e-16,0.272693957229496,0.272693957229496,1.66533453693773e-16,426.629894830235,426.629894830235,-1.13686837721616e-13
1950,6.49714189619742,6.49714189619742,8.88178419700125e-16,7.89705627024887,7.89705627024887,8.88178419700125e-16,0.270641265769437,0.270641265769437,1.11022302462516e-16,421.498696910211,421.49869691021,-1.13686837721616e-13
1960,6.50763990500475,6.50763990500475,8.88178419700125e-16,7.90060550270019,7.90060550270019,8.88178419700125e-16,0.268762087373609,0.26876208737361,1.11022302462516e-16,416.470115872185,416.470115872185,-1.13686837721616e-13
1970,6.51834216459553,6.51834216459553,8.88178419700125e-16,7.9048496127871,7.9048496127871,8.88178419700125e-16,0.267049164300892,0.267049164300892,1.66533453693773e-16,411.546514922232,411.546514922232,-1.13686837721616e-13
1980,6.5292181896535,6.5292181896535,0,7.90973953782441,7.90973953782441,8.88178419700125e-16,0.265495393464237,0.265495393464237,-1.11022302462516e-16,406.729936568188,406.729936568187,-1.13686837721616e-13
1990,6.54023903573172,6.54023903573172,8.88178419700125e-16,7.91522807286377,7.91522807286377,0,0.264093829184238,0.264093829184238,2.22044604925031e-16,402.022118464723,402.022118464722,-1.13686837721616e-13
2000,6.55137725562471,6.55137725562472,8.88178419700125e-16,7.92126983900703,7.92126983900703,0,0.262837685509454,0.262837685509454,1.66533453693773e-16,397.42450882204,397.42450882204,-1.13686837721616e-13
2010,6.56260685582445,6.56260685582445,8.88178419700125e-16,7.92782125052526,7.92782125052526,0,0.261720338125622,0.261720338125622,2.22044604925031e-16,392.938281378287,392.938281378287,-1.13686837721616e-13
2020,6.57390325312916,6.57390325312916,8.88178419700125e-16,7.93484048091164,7.93484048091164,0,0.26073532587528,0.26073532587528,1.11022302462516e-16,388.564349936531,388.564349936531,-1.13686837721616e-13
2030,6.58524323146948,6.58524323146948,8.88178419700125e-16,7.94228742798985,7.94228742798985,0,0.259876351908666,0.259876351908666,1.66533453693773e-16,384.303382467823,384.303382467823,-1.13686837721616e-13
2040,6.5966048990121,6.5966048990121,8.88178419700125e-16,7.95012367819427,7.95012367819427,8.88178419700125e-16,0.259137284486149,0.259137284486149,1.66533453693773e-16,380.155814782518,380.155814782518,-1.13686837721616e-13
2050,6.60796764559723,6.60796764559723,8.88178419700125e-16,7.95831247013251,7.95831247013251,8.88178419700125e-16,0.258512157451809,0.258512157451809,2.22044604925031e-16,376.121863772639,376.121863772639,-5.6843418860808e-14
2060,6.61931210056186,6.61931210056186,8.88178419700125e-16,7.96681865753544,7.96681865753544,8.88178419700125e-16,0.257995170397168,0.257995170397169,2.22044604925031e-16,372.201540228611,372.201540228611,-5.6843418860808e-14
2070,6.63062009099741,6.63062009099741,8.88178419700125e-16,7.97560867169454,7.97560867169455,8.88178419700125e-16,0.257580688533454,0.257580688533454,2.22044604925031e-16,368.39466123423,368.39466123423,-5.6843418860808e-14
2080,6.64187460048653,6.64187460048653,8.88178419700125e-16,7.98465048348129,7.98465048348129,8.88178419700125e-16,0.257263242290162,0.257263242290162,1.66533453693773e-16,364.700862144204,364.700862144204,-5.6843418860808e-14
2090,6.65305972836009,6.65305972836009,8.88178419700125e-16,7.99391356503827,7.99391356503827,8.88178419700125e-16,0.257037526657095,0.257037526657096,2.22044604925031e-16,361.119608149069,361.119608149069,-5.6843418860808e-14
2100,6.66416064951255,6.66416064951255,8.88178419700125e-16,8.00336885122691,8.00336885122691,0,0.256898400286435,0.256898400286435,2.22044604925031e-16,357.65020543267,357.65020543267,0
2110,6.67516357481009,6.67516357481009,8.88178419700125e-16,8.01298870091194,8.01298870091194,0,0.256840884370824,0.256840884370824,2.77555756156289e-16,354.291811927795,354.291811927796,5.6843418860808e-14
2120,6.68605571212323,6.68605571212323,8.88178419700125e-16,8.02274685815821,8.02274685815821,0,0.256860161312866,0.256860161312867,3.88578058618805e-16,351.043447675896,351.043447675897,1.13686837721616e-13
2130,6.69682522801244,6.69682522801244,8.88178419700125e-16,8.03261841341117,8.03261841341117,0,0.256951573200861,0.256951573200861,3.33066907387547e-16,347.904004797129,347.904004797129,1.13686837721616e-13
2140,6.70746121009257,6.70746121009257,0,8.04257976472776,8.04257976472776,0,0.257110620105025,0.257110620105025,1.11022302462516e-16,344.872257077253,344.872257077253,1.13686837721616e-13
2150,6.71795363009914,6.71795363009914,0,8.0526085791207,8.0526085791207,0,0.257332958207921,0.257332958207921,1.11022302462516e-16,341.946869178179,341.946869178179,1.13686837721616e-13
2160,6.72829330767693,6.72829330767693,0,8.062683754075,8.062683754075,0,0.25761439778225,0.25761439778225,1.11022302462516e-16,339.12640547917,339.12640547917,1.13686837721616e-13
2170,6.73847187490896,6.73847187490896,0,8.07278537929166,8.07278537929166,0,0.257950901028629,0.257950901028629,1.11022302462516e-16,336.40933855594,336.40933855594,1.13686837721616e-13
2180,6.74848174160148,6.74848174160148,0,8.08289469870985,8.08289469870985,0,0.258338579785473,0.258338579785473,1.11022302462516e-16,333.794057305029,333.794057305029,1.13686837721616e-13
2190,6.7583160613384,6.7583160613384,0,8.09299407285547,8.09299407285547,0,0.258773693122565,0.258773693122565,1.11022302462516e-16,331.278874721044,331.278874721044,1.13686837721616e-13
2200,6.76796869831663,6.76796869831663,0,8.10306694156022,8.10306694156022,0,0.259252644829418,0.259252644829419,1.11022302462516e-16,328.862035334428,328.862035334428,1.13686837721616e-13
2210,6.77743419497142,6.77743419497142,0,8.11309778709232,8.11309778709232,0,0.259771980809019,0.259771980809019,1.11022302462516e-16,326.541722317594,326.541722317595,1.13686837721616e-13
2220,6.78670774039929,6.78670774039929,0,8.12307209773669,8.12307209773669,0,0.260328386387095,0.260328386387095,1.11022302462516e-16,324.316064267309,324.316064267309,1.13686837721616e-13
2230,6.79578513958418,6.79578513958418,0,8.13297633185941,8.13297633185941,0,0.260918683546555,0.260918683546555,1.11022302462516e-16,322.183141671301,322.183141671302,1.13686837721616e-13
2240,6.80466278343058,6.80466278343058,0,8.14279788248835,8.14279788248835,0,0.261539828096316,0.261539828096316,1.11022302462516e-16,320.140993067143,320.140993067143,1.13686837721616e-13
2250,6.81333761960606,6.81333761960606,0,8.15252504243903,8.15252504243903,0,0.262188906783266,0.262188906783266,1.11022302462516e-16,318.187620901449,318.187620901449,1.13686837721616e-13
2260,6.82180712419401,6.82180712419401,0,8.16214697001219,8.16214697001219,0,0.262863134355713,0.262863134355713,1.11022302462516e-16,316.32099709751,316.32099709751,1.13686837721616e-13
2270,6.83006927415587,6.83006927415587,0,8.17165365528683,8.17165365528683,0,0.263559850586211,0.263559850586211,1.11022302462516e-16,314.53906833945,314.53906833945,1.13686837721616e-13
2280,6.83812252060092,6.83812252060092,0,8.18103588703019,8.18103588703019,0,0.264276517261285,0.264276517261285,1.11022302462516e-16,312.839761081008,312.839761081008,1.13686837721616e-13
2290,6.84596576286046,6.84596576286046,0,8.19028522024373,8.19028522024373,0,0.265010715145156,0.265010715145156,1.11022302462516e-16,311.220986287018,311.220986287018,1.13686837721616e-13
2300,6.85359832336187,6.85359832336187,0,8.19939394436186,8.19939394436186,0,0.265760140924183,0.265760140924183,1.11022302462516e-16,309.680643915622,309.680643915622,1.13686837721616e-13
2310,6.86101992329719,6.86101992329719,0,8.20835505211832,8.20835505211832,0,0.266522604138397,0.266522604138398,1.11022302462516e-16,308.216627149241,308.216627149241,1.13686837721616e-13
2320,6.86823065907959,6.86823065907959,0,8.21716220909267,8.21716220909267,0,0.26729602410609,0.26729602410609,1.11022302462516e-16,306.826826382213,306.826826382213,1.13686837721616e-13
2330,6.87523097958038,6.87523097958038,0,8.22580972394782,8.22580972394782,0,0.268078426847121,0.268078426847122,1.11022302462516e-16,305.509132973009,305.509132973009,1.13686837721616e-13
2340,6.88202166413812,6.88202166413812,0,8.23429251936753,8.23429251936753,0,0.268867942010247,0.268867942010247,1.11022302462516e-16,304.261442768812,304.261442768812,1.13686837721616e-13
2350,6.8886038013308,6.8886038013308,0,8.24260610370105,8.24260610370105,0,0.269662799809432,0.269662799809432,1.11022302462516e-16,303.081659410193,303.081659410194,1.13686837721616e-13
2360,6.89497876850111,6.89497876850111,-8.88178419700125e-16,8.25074654332048,8.25074654332048,0,0.270461327973834,0.270461327973833,-1.66533453693773e-16,301.967697423501,301.967697423502,1.13686837721616e-13
2370,6.90114821202427,6.90114821202427,-8.88178419700125e-16,8.258710435695,8.258710435695,0,0.271261948715794,0.271261948715794,-1.66533453693773e-16,300.917485108512,300.917485108513,1.13686837721616e-13
2380,6.90711402830723,6.90711402830723,-8.88178419700125e-16,8.26649488318439,8.26649488318439,0,0.272063175720925,0.272063175720925,-1.11022302462516e-16,299.928967228755,299.928967228755,1.13686837721616e-13
2390,6.91287834550743,6.91287834550742,-8.88178419700125e-16,8.27409746755314,8.27409746755314,0,0.272863611164055,0.272863611164055,-1.66533453693773e-16,299.000107511828,299.000107511828,1.13686837721616e-13
2400,6.91844350595886,6.91844350595886,0,8.28151622520502,8.28151622520502,0,0.27366194275456,0.27366194275456,1.11022302462516e-16,298.128890966902,298.128890966902,1.13686837721616e-13
2410,6.92381204929278,6.92381204929278,0,8.28874962313687,8.28874962313687,0,0.274456940814324,0.274456940814324,1.11022302462516e-16,297.31332602649,297.313326026491,1.13686837721616e-13
2420,6.92898669623971,6.92898669623971,0,8.29579653560892,8.29579653560892,0,0.275247455391332,0.275247455391332,1.11022302462516e-16,296.551446519418,296.551446519418,1.13686837721616e-13
2430,6.93397033309944,6.93397033309944,0,8.30265622152846,8.30265622152846,0,0.276032413411647,0.276032413411647,1.11022302462516e-16,295.841313481815,295.841313481815,1.13686837721616e-13
2440,6.938765996865,6.938765996865,0,8.30932830254202,8.30932830254202,0,0.276810815872309,0.276810815872309,1.11022302462516e-16,295.18101681281,295.18101681281,1.13686837721616e-13
2450,6.94337686098662,6.94337686098662,0,8.31581274183077,8.31581274183077,0,0.277581735077445,0.277581735077446,1.11022302462516e-16,294.56867678146,294.56867678146,1.13686837721616e-13
2460,6.94780622176125,6.94780622176125,0,8.32210982360282,8.32210982360282,0,0.278344311919701,0.278344311919702,1.11022302462516e-16,294.002445391326,294.002445391326,1.13686837721616e-13
2470,6.95205748533311,6.95205748533311,-8.88178419700125e-16,8.32822013327512,8.32822013327512,0,0.279097753208872,0.279097753208872,-1.66533453693773e-16,293.480507608938,293.480507608939,1.13686837721616e-13
2480,6.95613415529053,6.95613415529053,-8.88178419700125e-16,8.33414453833738,8.33414453833738,0,0.279841329049429,0.279841329049429,-2.22044604925031e-16,293.00108246227,293.00108246227,5.6843418860808e-14
2490,6.96003982084429,6.96003982084429,-8.88178419700125e-16,8.33988416988915,8.33988416988915,0,0.280574370268463,0.280574370268463,-2.77555756156289e-16,292.562424015175,292.562424015175,0
2500,6.96377814557248,6.96377814557248,-8.88178419700125e-16,8.34544040484112,8.34544040484112,0,0.281296265895362,0.281296265895362,-2.77555756156289e-16,292.162822223618,292.162822223618,0
2510,6.96735285671688,6.96735285671687,-8.88178419700125e-16,8.35081484877072,8.35081484877072,0,0.282006460694405,0.282006460694405,-2.77555756156289e-16,291.800603679343,291.800603679343,0
2520,6.97076773501585,6.97076773501585,-8.88178419700125e-16,8.35600931942179,8.35600931942179,0,0.282704452751265,0.282704452751265,-3.33066907387547e-16,291.474132246511,291.474132246511,-5.6843418860808e-14
2530,6.97402660505871,6.97402660505871,-8.88178419700125e-16,8.36102583083766,8.36102583083766,0,0.283389791114282,0.283389791114281,-3.33066907387547e-16,291.18180959667,291.18180959667,-5.6843418860808e-14
2540,6.97713332614651,6.97713332614651,-8.88178419700125e-16,8.36586657811622,8.36586657811622,0,0.284062073491211,0.284062073491211,-3.33066907387547e-16,290.922075647257,290.922075647257,-5.6843418860808e-14
2550,6.98009178364434,6.98009178364434,-8.88178419700125e-16,8.37053392277571,8.37053392277571,0,0.284720944002024,0.284720944002024,-3.33066907387547e-16,290.693408908722,290.693408908722,-5.6843418860808e-14
2560,6.9829058808101,6.9829058808101,-8.88178419700125e-16,8.37503037871903,8.37503037871903,0,0.285366090988195,0.285366090988195,-3.33066907387547e-16,290.494326745165,290.494326745165,-1.13686837721616e-13
2570,6.98557953108511,6.98557953108511,-8.88178419700125e-16,8.3793585987846,8.3793585987846,0,0.285997244878799,0.285997244878799,-3.88578058618805e-16,290.323385553266,290.323385553266,-1.13686837721616e-13
2580,6.98811665083171,6.98811665083171,-8.88178419700125e-16,8.38352136187111,8.38352136187111,0,0.28661417611363,0.28661417611363,-3.33066907387547e-16,290.179180864118,290.179180864117,-1.13686837721616e-13
2590,6.99052115250329,6.99052115250329,-8.88178419700125e-16,8.38752156062363,8.38752156062363,0,0.287216693123422,0.287216693123421,-3.88578058618805e-16,290.060347372435,290.060347372435,-1.13686837721616e-13
2600,6.99279693823235,6.99279693823235,-8.88178419700125e-16,8.39136218966805,8.39136218966805,0,0.287804640367172,0.287804640367171,-3.33066907387547e-16,289.965558897468,289.965558897467,-1.13686837721616e-13
2610,6.99494789382225,6.99494789382225,-8.88178419700125e-16,8.39504633438094,8.39504633438094,0,0.288377896426465,0.288377896426465,-3.88578058618805e-16,289.893528279791,289.893528279791,-1.13686837721616e-13
2620,6.99697788312861,6.99697788312861,-8.88178419700125e-16,8.39857716018153,8.39857716018153,0,0.288936372156597,0.288936372156597,-3.88578058618805e-16,289.843007218013,289.843007218013,-1.13686837721616e-13
2630,6.99889074281639,6.99889074281639,0,8.4019579023327,8.4019579023327,0,0.289480008894218,0.289480008894217,-1.66533453693773e-16,289.8127860493,289.812786049299,-1.13686837721616e-13
2640,7.00069027747892,7.00069027747892,0,8.40519185623753,8.40519185623753,0,0.290008776721141,0.290008776721141,-1.11022302462516e-16,289.801693477464,289.801693477463,-1.13686837721616e-13
2650,7.00238025510544,7.00238025510544,8.88178419700125e-16,8.40828236821813,8.40828236821813,0,0.290522672783883,0.290522672783883,1.66533453693773e-16,289.808596252253,289.808596252253,-1.13686837721616e-13
2660,7.00396440288375,7.00396440288375,8.88178419700125e-16,8.41123282676332,8.41123282676332,0,0.291021719668431,0.291021719668431,1.66533453693773e-16,289.832398803307,289.832398803307,-1.13686837721616e-13
2670,7.00544640332509,7.00544640332509,8.88178419700125e-16,8.41404665423182,8.41404665423182,0,0.29150596382967,0.29150596382967,1.66533453693773e-16,289.872042832145,289.872042832144,-1.13686837721616e-13
2680,7.00682989069821,7.00682989069821,0,8.41672729899761,8.41672729899761,0,0.29197547407486,0.291975474074859,-1.11022302462516e-16,289.926506865395,289.926506865395,-1.13686837721616e-13
2690,7.00811844776028,7.00811844776028,0,8.41927822802413,8.41927822802413,0,0.292430340100461,0.292430340100461,-1.11022302462516e-16,289.994805772378,289.994805772377,-1.13686837721616e-13
2700,7.00931560277209,7.00931560277209,0,8.4217029198542,8.4217029198542,0,0.292870671081607,0.292870671081606,-1.11022302462516e-16,290.07599024998,290.07599024998,-1.13686837721616e-13
2710,7.01042482678575,7.01042482678575,0,8.42400485800245,8.42400485800245,0,0.293296594313426,0.293296594313426,-1.11022302462516e-16,290.169146277701,290.169146277701,-1.13686837721616e-13
2720,7.01144953119286,7.01144953119286,8.88178419700125e-16,8.42618752473724,8.42618752473724,0,0.293708253903417,0.293708253903417,1.66533453693773e-16,290.273394545559,290.273394545559,-1.13686837721616e-13
2730,7.01239306552174,7.01239306552174,8.88178419700125e-16,8.42825439523926,8.42825439523926,0,0.294105809514009,0.29410580951401,1.11022302462516e-16,290.387889857487,290.387889857487,-1.13686837721616e-13
2740,7.01325871547243,7.01325871547244,8.88178419700125e-16,8.43020893212397,8.43020893212397,0,0.294489435154435,0.294489435154435,1.11022302462516e-16,290.511820512705,290.511820512705,-1.13686837721616e-13
2750,7.01404970117853,7.01404970117853,8.88178419700125e-16,8.43205458031527,8.43205458031527,0,0.294859318020987,0.294859318020988,2.22044604925031e-16,290.644407667429,290.644407667429,-5.6843418860808e-14
2760,7.01476917568503,7.01476917568503,8.88178419700125e-16,8.43379476225806,8.43379476225806,0,0.295215657384724,0.295215657384724,2.22044604925031e-16,290.784904679214,290.784904679214,-5.6843418860808e-14
2770,7.01542022363194,7.01542022363194,8.88178419700125e-16,8.43543287345721,8.43543287345721,0,0.295558663525646,0.295558663525647,2.77555756156289e-16,290.932596436065,290.932596436065,0
2780,7.0160058601333,7.0160058601333,8.88178419700125e-16,8.43697227833115,8.43697227833115,0,0.295888556712373,0.295888556712373,2.77555756156289e-16,291.086798672384,291.086798672384,0
2790,7.0165290298419,7.0165290298419,0,8.43841630636782,8.43841630636782,0,0.296205566226286,0.296205566226286,5.55111512312578e-17,291.246857273717,291.246857273717,5.6843418860808e-14
2800,7.01699260619005,7.01699260619005,0,8.43976824857169,8.43976824857169,0,0.29650992942915,0.29650992942915,5.55111512312578e-17,291.412147572136,291.412147572136,5.6843418860808e-14
2810,7.01739939079704,7.01739939079704,0,8.44103135418998,8.44103135418998,0,0.296801890873148,0.296801890873148,5.55111512312578e-17,291.582073634036,291.582073634036,5.6843418860808e-14
2820,7.01775211303435,7.01775211303435,0,8.44220882770715,8.44220882770715,0,0.297081701452311,0.297081701452311,5.55111512312578e-17,291.756067542007,291.756067542007,5.6843418860808e-14
2830,7.01805342973976,7.01805342973976,0,8.44330382609633,8.44330382609633,0,0.297349617594277,0.297349617594277,0,291.93358867235,291.93358867235,0
2840,7.01830592507193,7.01830592507193,0,8.44431945631713,8.44431945631713,0,0.297605900491327,0.297605900491327,0,292.114122969748,292.114122969748,0
2850,7.01851211049725,7.01851211049725,0,8.44525877304907,8.44525877304907,0,0.297850815369643,0.297850815369643,0,292.297182220467,292.297182220467,0
2860,7.01867442490093,7.01867442490093,0,8.44612477665035,8.44612477665035,0,0.298084630795719,0.298084630795719,0,292.48230332544,292.48230332544,0
2870,7.01879523481476,7.01879523481476,0,8.44692041133186,8.44692041133186,0,0.298307618018878,0.298307618018878,0,292.669047574449,292.669047574449,0
2880,7.01887683475409,7.01887683475409,0,8.44764856353661,8.44764856353661,0,0.298520050348824,0.298520050348824,0,292.856999922597,292.856999922597,0
2890,7.01892144765683,7.01892144765683,0,8.44831206051482,8.44831206051482,0,0.298722202567186,0.298722202567186,0,293.045768270138,293.045768270138,0
2900,7.01893122541766,7.01893122541766,0,8.44891366908548,8.44891366908548,0,0.298914350372003,0.298914350372003,0,293.234982746706,293.234982746706,0
2910,7.01890824951075,7.01890824951075,0,8.44945609457516,8.44945609457516,0,0.299096769854109,0.299096769854109,0,293.424295000882,293.424295000882,0
2920,7.01885453169465,7.01885453169465,0,8.44994197992518,8.44994197992518,0,0.299269737004386,0.299269737004386,0,293.61337749599,293.61337749599,0
2930,7.01877201479312,7.01877201479312,0,8.45037390495858,8.45037390495858,0,0.299433527250872,0.299433527250872,0,293.801922812936,293.801922812936,0
2940,7.01866257354609,7.01866257354609,0,8.4507543857985,8.4507543857985,0,0.299588415024695,0.299588415024695,0,293.989642960868,293.989642960868,0
2950,7.01852801552507,7.01852801552507,0,8.45108587442972,8.45108587442972,0,0.299734673353848,0.299734673353848,0,294.176268696329,294.176268696329,0
2960,7.01837008210747,7.01837008210747,0,8.45137075839571,8.45137075839571,0,0.29987257348382,0.29987257348382,0,294.361548851579,294.361548851579,0
2970,7.0181904495048,7.0181904495048,0,8.45161136062334,8.45161136062334,0,0.300002384524094,0.300002384524094,0,294.545249672654,294.545249672654,0
2980,7.01799072983958,7.01799072983958,0,8.45180993936795,8.45180993936795,0,0.300124373119575,0.300124373119575,0,294.727154167702,294.727154167702,0
2990,7.0177724722663,7.0177724722663,0,8.45196868827157,8.45196868827157,0,0.300238803145988,0.300238803145988,0,294.907061466098,294.907061466098,0
3000,7.01753716413191,7.01753716413191,0,8.4520897365275,8.4520897365275,0,0.300345935428333,0.300345935428333,0,295.084786188761,295.084786188761,0
3010,7.01728623217131,7.01728623217131,0,8.4521751491444,8.4521751491444,0,0.300446027481472,0.300446027481472,0,295.26015783008,295.26015783008,0
3020,7.01702104373394,7.01702104373394,0,8.45222692730355,8.45222692730355,0,0.300539333271975,0.300539333271975,0,295.433020151793,295.433020151793,0
3030,7.01674290803733,7.01674290803733,0,8.45224700880305,8.45224700880305,0,0.30062610300033,0.30062610300033,0,295.603230589132,295.603230589132,0
3040,7.01645307744388,7.01645307744388,0,8.45223726858294,8.45223726858294,0,0.300706582902671,0.300706582902671,0,295.770659669506,295.770659669506,0
3050,7.01615274875747,7.01615274875747,0,8.45219951932549,8.45219951932549,0,0.300781015071185,0.300781015071185,0,295.935190443944,295.935190443944,0
3060,7.01584306453619,7.01584306453619,0,8.45213551212515,8.45213551212515,0,0.300849637292377,0.300849637292377,0,296.096717931519,296.096717931519,0
3070,7.01552511441835,7.01552511441835,0,8.45204693722271,8.45204693722271,0,0.300912682902387,0.300912682902387,0,296.255148576881,296.255148576881,0
3080,7.01519993645841,7.01519993645841,0,8.45193542479874,8.45193542479874,0,0.300970380658588,0.300970380658588,0,296.410399721065,296.410399721065,0
3090,7.01486851847015,7.01486851847015,0,8.45180254582116,8.45180254582116,0,0.301022954626695,0.301022954626695,0,296.562399085649,296.562399085649,0
3100,7.0145317993743,7.0145317993743,0,8.45164981294252,8.45164981294252,0,0.30107062408264,0.30107062408264,0,296.71108427035,296.71108427035,0
3110,7.01419067054804,7.01419067054804,0,8.45147868144216,8.45147868144216,0,0.301113603428505,0.301113603428505,0,296.856402264093,296.856402264093,0
3120,7.01384597717405,7.01384597717405,0,8.45129055020921,8.45129055020921,0,0.301152102121789,0.301152102121789,0,296.998308969574,296.998308969574,0
3130,7.01349851958676,7.01349851958676,0,8.45108676276215,8.45108676276215,0,0.301186324617342,0.301186324617342,0,297.136768741314,297.136768741314,0
3140,7.0131490546137,7.0131490546137,0,8.45086860830107,8.45086860830107,0,0.301216470321293,0.301216470321293,0,297.271753937182,297.271753937182,0
3150,7.01279829691005,7.01279829691005,0,8.45063732278879,8.45063732278879,0,0.301242733556335,0.301242733556335,0,297.403244483319,297.403244483319,0
3160,7.01244692028437,7.01244692028437,0,8.45039409005738,8.45039409005738,0,0.30126530353773,0.30126530353773,0,297.531227452419,297.531227452419,0
3170,7.01209555901395,7.01209555901395,0,8.45014004293654,8.45014004293654,0,0.301284364359449,0.301284364359449,0,297.655696655263,297.655696655263,0
3180,7.0117448091481,7.0117448091481,0,8.44987626440074,8.44987626440074,0,0.301300094989833,0.301300094989833,0,297.776652245403,297.776652245403,0
3190,7.01139522979785,7.01139522979785,0,8.44960378873193,8.44960378873193,0,0.301312669276238,0.301312669276238,0,297.894100336884,297.894100336884,0
3200,7.01104734441076,7.01104734441076,0,8.44932360269498,8.44932360269498,0,0.30132225595809,0.30132225595809,0,298.008052634862,298.008052634862,0
3210,7.01070164202957,7.01070164202957,0,8.44903664672302,8.44903664672302,0,0.30132901868784,0.30132901868784,0,298.11852607897,298.11852607897,0
3220,7.01035857853344,7.01035857853344,0,8.44874381611013,8.44874381611013,0,0.301333116059297,0.301333116059297,0,298.225542499265,298.225542499265,0
3230,7.01001857786082,7.01001857786082,0,8.44844596220892,8.44844596220892,0,0.301334701642847,0.301334701642847,0,298.3291282846,298.3291282846,0
3240,7.00968203321293,7.00968203321293,0,8.44814389363057,8.44814389363057,0,0.301333924027088,0.301333924027088,0,298.429314063208,298.429314063208,0
3250,7.00934930823695,7.00934930823695,0,8.44783837744527,8.44783837744527,0,0.301330926866423,0.301330926866423,0,298.526134395337,298.526134395337,0
3260,7.0090207381882,7.0090207381882,0,8.44753014038089,8.44753014038089,0,0.301325848934168,0.301325848934168,0,298.619627477707,298.619627477707,0
3270,7.00869663107055,7.00869663107055,0,8.44721987001808,8.44721987001808,0,0.301318824180754,0.301318824180754,0,298.709834859589,298.709834859589,0
3280,7.00837726875442,7.00837726875442,0,8.44690821597979,8.44690821597979,0,0.301309981796619,0.301309981796619,0,298.796801170294,298.796801170294,0
3290,7.00806290807187,7.00806290807187,0,8.44659579111371,8.44659579111371,0,0.3012994462794,0.3012994462794,0,298.880573857838,298.880573857838,0
3300,7.0077537818883,7.0077537818883,0,8.44628317266599,8.44628317266599,0,0.301287337505049,0.301287337505049,0,298.961202938557,298.961202938557,0
3310,7.00745010015026,7.00745010015026,0,8.44597090344468,8.44597090344468,0,0.301273770802518,0.301273770802518,0,299.03874075744,299.03874075744,0
3320,7.00715205090912,7.00715205090912,0,8.4456594929717,8.4456594929717,0,0.301258857031679,0.301258857031679,0,299.113241758943,299.113241758943,0
3330,7.00685980132032,7.00685980132032,0,8.4453494186219,8.4453494186219,0,0.301242702664129,0.301242702664129,0,299.184762268034,299.184762268034,0
3340,7.00657349861788,7.00657349861788,0,8.4450411267482,8.4450411267482,0,0.3012254098666,0.3012254098666,0,299.253360281237,299.253360281237,0
3350,7.00629327106411,7.00629327106411,0,8.44473503379163,8.44473503379163,0,0.30120707658665,0.30120707658665,0,299.319095267416,299.319095267416,0
3360,7.00601922887435,7.00601922887435,0,8.44443152737534,8.44443152737534,0,0.301187796640363,0.301187796640363,0,299.382027978057,299.382027978057,0
3370,7.00575146511662,7.00575146511662,0,8.4441309673817,8.4441309673817,0,0.301167659801787,0.301167659801787,0,299.442220266801,299.442220266801,0
3380,7.00549005658629,7.00549005658629,0,8.44383368701165,8.44383368701165,0,0.301146751893855,0.301146751893855,0,299.499734917967,299.499734917967,0
