time_s,python_supply_temperature_c,simulink_supply_temperature_c,supply_error_c,python_return_temperature_c,simulink_return_temperature_c,return_error_c,python_cooling_fraction,simulink_cooling_fraction,cooling_fraction_error,python_integral_state_c_s,simulink_integral_state_c_s,integral_state_error_c_s
1000,7.34204709156132,7.34204709156132,0,9.71614069254243,9.71614069254243,0,0.506231460048234,0.506231460048234,0,403.617332579836,403.617332579836,0
1010,7.33724044206698,7.33724044206698,0,9.71796578220508,9.71796578220508,0,0.508209936115543,0.508209936115543,0,407.03780349545,407.03780349545,0
1020,7.33215032722168,7.33215032722168,0,9.71912769795204,9.71912769795204,0,0.510055306082623,0.510055306082623,0,410.41020791612,410.41020791612,0
1030,7.32680246329824,7.32680246329824,0,9.71966441063977,9.71966441063977,0,0.511772450177809,0.511772450177809,0,413.731711188336,413.731711188336,0
1040,7.32122145699038,7.32122145699038,0,9.71961266566638,9.71961266566638,0,0.513366172918433,0.513366172918433,0,416.999735821319,416.999735821319,0
1050,7.31543083005012,7.31543083005012,0,9.71900799455955,9.71900799455955,0,0.514841199406258,0.514841199406258,0,420.211950391223,420.211950391223,0
1060,7.3094530443928,7.3094530443928,0,9.71788472786937,9.71788472786937,0,0.516202172009565,0.516202172009565,0,423.366258691724,423.366258691724,0
1070,7.30330952756842,7.30330952756842,0,9.71627600928248,9.71627600928248,0,0.517453647406178,0.517453647406178,0,426.460789135652,426.460789135652,0
1080,7.29702069851199,7.29702069851199,0,9.71421381087184,9.71421381087184,0,0.518600093964933,0.518600093964933,0,429.493884411336,429.493884411336,0
1090,7.29060599349681,7.29060599349681,0,9.71172894939662,9.71172894939662,0,0.519645889445499,0.519645889445499,0,432.464091396456,432.464091396456,0
1100,7.28408389222292,7.28408389222292,0,9.7088511035674,9.7088511035674,0,0.520595318998299,0.520595318998299,0,435.370151331424,435.370151331424,0
1110,7.27747194398019,7.27747194398019,0,9.70560883219372,9.70560883219372,0,0.52145257344771,0.52145257344771,0,438.210990253653,438.210990253653,0
1120,7.27078679383135,7.27078679383135,0,9.70202959313313,9.70202959313313,0,0.522221747842859,0.522221747842859,0,440.985709693455,440.985709693455,0
1130,7.26404420876494,7.26404420876494,0,9.69813976296372,9.69813976296372,0,0.522906840261251,0.522906840261251,0,443.693577631768,443.693577631768,0
1140,7.25725910377274,7.25725910377274,0,9.69396465730461,9.69396465730461,0,0.523511750851239,0.523511750851239,0,446.334019719418,446.334019719418,0
1150,7.25044556780954,7.25044556780954,0,9.68952855171219,9.68952855171219,0,0.524040281100008,0.524040281100008,0,448.906610757145,448.906610757145,0
1160,7.24361688959693,7.24361688959693,0,9.68485470308269,9.68485470308269,0,0.52449613331432,0.52449613331432,0,451.411066435241,451.411066435241,0
1170,7.23678558323531,7.23678558323531,0,9.67996537149488,9.67996537149488,0,0.524882910301802,0.524882910301802,0,453.84723533121,453.84723533121,0
1180,7.2299634135915,7.2299634135915,0,9.67488184242969,9.67488184242969,0,0.525204115241014,0.525204115241014,0,456.215091163563,456.215091163563,0
1190,7.22316142143177,7.22316142143177,0,9.66962444930663,9.66962444930663,0,0.52546315172901,0.52546315172901,0,458.514725299478,458.514725299478,0
1200,7.21638994827236,7.21638994827236,0,9.66421259627991,9.66421259627991,0,0.525663323995505,0.525663323995505,0,460.746339513796,460.746339513796,0
1210,7.20965866092216,7.20965866092216,0,9.65866478123992,9.65866478123992,0,0.525807837273167,0.525807837273167,0,462.91023899652,462.91023899652,0
1220,7.20297657569405,7.20297657569405,0,9.65299861896891,9.65299861896891,0,0.525899798313955,0.525899798313955,0,465.006825605741,465.006825605741,0
1230,7.19635208226366,7.19635208226366,0,9.64723086440219,9.64723086440219,0,0.52594221604178,0.52594221604178,0,467.036591362682,467.036591362682,0
1240,7.18979296715609,7.18979296715609,0,9.6413774359491,9.6413774359491,0,0.525938002332145,0.525938002332145,0,469.000112185318,469.000112185318,0
1250,7.18330643684298,7.18330643684298,0,9.63545343883057,9.63545343883057,0,0.525889972909772,0.525889972909772,0,470.898041856879,470.898041856879,0
1260,7.17689914043419,7.17689914043419,0,9.62947318839258,9.62947318839258,0,0.525800848355565,0.525800848355565,0,472.731106225309,472.731106225309,0
1270,7.17057719194985,7.17057719194985,0,9.6234502333575,9.6234502333575,0,0.525673255214606,0.525673255214606,0,474.500097629651,474.500097629651,0
1280,7.16434619216018,7.16434619216018,0,9.6173973789775,9.6173973789775,0,0.525509727197204,0.525509727197204,0,476.205869549149,476.205869549149,0
1290,7.15821124998201,7.15821124998201,0,9.61132671005654,9.61132671005654,0,0.525312706465354,0.525312706465354,0,477.849331470751,477.849331470751,0
1300,7.15217700342231,7.15217700342231,0,9.60524961380985,9.60524961380985,0,0.525084544997263,0.525084544997263,0,479.431443970571,479.431443970571,0
1310,7.14624764006046,7.14624764006046,0,9.59917680253186,9.59917680253186,0,0.524827506022931,0.524827506022931,0,480.953214004794,480.953214004794,0
1320,7.14042691706218,7.14042691706218,0,9.59311833604549,9.59311833604549,0,0.524543765524051,0.524543765524051,0,482.415690405399,482.415690405399,0
1330,7.13471818071933,7.13471818071933,0,9.58708364390792,9.58708364390792,0,0.524235413791821,0.524235413791821,0,483.819959576021,483.819959576021,0
1340,7.12912438551101,7.12912438551101,0,9.58108154734983,9.58108154734983,0,0.523904457036516,0.523904457036516,0,485.167141383214,485.167141383214,0
1350,7.1236481126822,7.1236481126822,0,9.57512028092671,9.57512028092671,0,0.523552819042984,0.523552819042984,0,486.458385238324,486.458385238324,0
1360,7.11829158833776,7.11829158833776,0,9.56920751386302,9.56920751386302,0,0.523182342866474,0.523182342866474,0,487.694866365146,487.694866365146,0
1370,7.11305670104987,7.11305670104987,0,9.56335037107126,9.56335037107126,0,0.522794792563484,0.522794792563484,0,488.877782248524,488.877782248524,0
1380,7.10794501897857,7.10794501897857,0,9.55755545382989,9.55755545382989,0,0.522391854952594,0.522391854952594,0,490.008349259022,490.008349259022,0
1390,7.10295780650552,7.10295780650552,0,9.55182886010552,9.55182886010552,0,0.521975141400465,0.521975141400465,0,491.087799448808,491.087799448808,0
1400,7.09809604038205,7.09809604038205,0,9.54617620450629,9.54617620450629,0,0.521546189628477,0.521546189628477,0,492.117377513863,492.117377513863,0
1410,7.09336042539329,7.09336042539329,0,9.54060263785463,9.54060263785463,0,0.521106465535669,0.521106465535669,0,493.098337917684,493.098337917684,0
1420,7.08875140954101,7.08875140954101,0,9.53511286636926,9.53511286636926,0,0.52065736503392,0.52065736503392,0,494.031942171617,494.031942171617,0
1430,7.08426919874828,7.08426919874828,0,9.5297111704472,9.5297111704472,0,0.52020021589151,0.52020021589151,0,494.919456267027,494.919456267027,0
1440,7.0799137710897,7.0799137710897,0,9.52440142303807,9.52440142303807,0,0.519736279581418,0.519736279581418,0,495.762148254509,495.762148254509,0
1450,7.0756848905518,7.0756848905518,0,9.519187107604,9.519187107604,0,0.519266753130946,0.519266753130946,0,496.561285965406,496.561285965406,0
1460,7.07158212032834,7.07158212032834,0,9.51407133565955,9.51407133565955,0,0.518792770969425,0.518792770969425,0,497.318134870924,497.318134870924,0
1470,7.06760483565599,7.06760483565599,0,9.50905686388719,9.50905686388719,0,0.518315406771005,0.518315406771005,0,498.033956074208,498.033956074208,0
1480,7.06375223619633,7.06375223619633,0,9.50414611082484,9.50414611082484,0,0.517835675289668,0.517835675289668,0,498.710004430768,498.710004430768,0
1490,7.06002335797035,7.06002335797035,0,9.49934117312275,9.49934117312275,0,0.517354534183835,0.517354534183835,0,499.347526792731,499.347526792731,0
1500,7.05641708485217,7.05641708485217,0,9.49464384136828,9.49464384136828,0,0.516872885828086,0.516872885828086,0,499.947760372434,499.947760372434,0
1510,7.0529321596291,7.0529321596291,0,9.49005561547743,9.49005561547743,0,0.516391579109687,0.516391579109687,0,500.511931220956,500.511931220956,0
1520,7.04956719463514,7.04956719463514,0,9.48557771965336,9.48557771965336,0,0.515911411207788,0.515911411207788,0,501.041252817247,501.041252817247,0
1530,7.04632068196577,7.04632068196577,0,9.48121111691231,9.48121111691231,0,0.515433129353329,0.515433129353329,0,501.536924763599,501.536924763599,0
1540,7.0431910032818,7.0431910032818,0,9.47695652317842,9.47695652317842,0,0.514957432567795,0.514957432567795,0,502.000131583256,502.000131583256,0
1550,7.04017643921031,7.04017643921031,0,9.47281442094952,9.47281442094952,0,0.514484973379168,0.514484973379168,0,502.432041616074,502.432041616074,0
1560,7.03727517835114,7.03727517835114,0,9.46878507253637,9.46878507253637,0,0.514016359513519,0.514016359513519,0,502.833806008177,502.833806008177,0
1570,7.03448532589716,7.03448532589716,0,9.46486853287861,9.46486853287861,0,0.513552155560838,0.513552155560838,0,503.206557791689,503.206557791689,0
1580,7.03180491187721,7.03180491187721,0,9.46106466194123,9.46106466194123,0,0.513092884613822,0.513092884613822,0,503.55141105066,503.55141105066,0
1590,7.0292318990301,7.0292318990301,0,9.45737313669559,9.45737313669559,0,0.512639029878464,0.512639029878464,0,503.869460169432,503.869460169432,0
1600,7.02676419031892,7.02676419031892,0,9.45379346268981,9.45379346268981,0,0.512191036255409,0.512191036255409,0,504.161779159733,504.161779159733,0
1610,7.02439963609409,7.02439963609409,0,9.45032498521349,9.45032498521349,0,0.51174931189115,0.51174931189115,0,504.429421062923,504.429421062923,0
1620,7.02213604091457,7.02213604091457,0,9.44696690006231,9.44696690006231,0,0.511314229698235,0.511314229698235,0,504.673417423863,504.673417423863,0
1630,7.01997117003593,7.01997117003593,0,9.44371826390831,9.44371826390831,0,0.510886128843788,0.510886128843788,0,504.894777833009,504.894777833009,0
1640,7.01790275557447,7.01790275557447,0,9.44057800428183,9.44057800428183,0,0.510465316205708,0.510465316205708,0,505.094489533369,505.094489533369,0
1650,7.01592850235635,7.01592850235635,0,9.43754492917186,9.43754492917186,0,0.510052067796017,0.510052067796017,0,505.273517089113,505.273517089113,0
1660,7.01404609346086,7.01404609346086,0,9.43461773625108,9.43461773625108,0,0.509646630150934,0.509646630150934,0,505.432802112677,505.432802112677,0
1670,7.0122531954667,7.0122531954667,0,9.43179502173282,9.43179502173282,0,0.509249221687297,0.509249221687297,0,505.573263047285,505.573263047285,0
1680,7.0105474634104,7.0105474634104,0,9.42907528886697,9.42907528886697,0,0.508860034025072,0.508860034025072,0,505.695795001952,505.695795001952,0
1690,7.00892654546559,7.00892654546559,0,9.42645695608208,9.42645695608208,0,0.508479233275734,0.508479233275734,0,505.801269636056,505.801269636056,0
1700,7.00738808735225,7.00738808735225,0,9.4239383647812,9.4239383647812,0,0.508106961296387,0.508106961296387,0,505.890535090712,505.890535090712,0
1710,7.00592973648443,7.00592973648443,0,9.42151778679907,9.42151778679907,0,0.507743336909565,0.507743336909565,0,505.964415964235,505.964415964235,0
1720,7.00454914586539,7.00454914586539,0,9.41919343152837,9.41919343152837,0,0.507388457088695,0.507388457088695,0,506.023713329079,506.023713329079,0
1730,7.00324397773853,7.00324397773853,0,9.41696345272284,9.41696345272284,0,0.507042398109292,0.507042398109292,0,506.069204787733,506.069204787733,0
1740,7.00201190700285,7.00201190700285,0,9.41482595498517,9.41482595498517,0,0.506705216665973,0.506705216665973,0,506.101644565118,506.101644565118,0
1750,7.0008506244011,7.0008506244011,0,9.41277899994771,9.41277899994771,0,0.506376950955475,0.506376950955475,0,506.121763635147,506.121763635147,0
1760,6.99975783948902,6.99975783948902,0,9.41082061215381,9.41082061215381,0,0.506057621725864,0.506057621725864,0,506.130269879158,506.130269879158,0
1770,6.99873128339384,6.99873128339384,0,9.4089487846481,9.4089487846481,0,0.505747233292201,0.505747233292201,0,506.127848274048,506.127848274048,0
1780,6.99776871136989,6.99776871136989,0,9.40716148428344,9.40716148428344,0,0.505445774518954,0.505445774518954,0,506.115161107986,506.115161107986,0
1790,6.99686790515935,6.99686790515935,0,9.40545665675285,9.40545665675285,0,0.505153219769491,0.505153219769491,0,506.092848221685,506.092848221685,0
1800,6.99602667516584,6.99602667516584,0,9.40383223135427,9.40383223135427,0,0.50486952982303,0.50486952982303,0,506.061527273279,506.061527273279,0
