controller,time_s,supply_temperature_c,return_temperature_c,setpoint_c,control_error_c,proportional_term,integral_error_c_s,integral_term,heat_load_kw,mass_flow_kg_s,flow_heat_transfer_kw,requested_cooling_fraction,applied_cooling_fraction,cooling_kw,energy_residual_kj
P,310.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,320.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,330.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,340.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,350.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,360.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,370.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,380.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,390.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,400.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,410.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,420.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,430.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,440.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,450.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,460.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,470.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,480.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,490.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,500.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,510.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,520.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,530.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,540.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,550.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,560.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,570.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,580.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,590.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,30.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,600.0,8.0,9.435406698564593,7.0,1.0,0.3,0.0,0.0,50.0,5.0,29.999999999999996,0.3,0.3,30.0,0.0
P,610.0,8.0,9.531100478468899,7.0,1.0,0.3,0.0,0.0,50.0,5.0,31.99999999999998,0.3,0.3,30.0,-1.7621459846850485e-12
P,620.0,8.009569377990431,9.617224880382775,7.0,1.009569377990431,0.30287081339712923,0.0,0.0,50.0,5.0,33.59999999999999,0.30287081339712923,0.30287081339712923,30.287081339712923,1.9610979506978765e-12
P,630.0,8.02542066344635,9.695693779904307,7.0,1.0254206634463507,0.3076261990339052,0.0,0.0,50.0,5.0,34.90870813397128,0.3076261990339052,0.3076261990339052,30.76261990339052,3.410605131648481e-12
P,640.0,8.045258406176401,9.767900918019278,7.0,1.0452584061764014,0.3135775218529204,0.0,0.0,50.0,5.0,36.003228497516105,0.3135775218529204,0.3135775218529204,31.357752185292043,-1.4210854715202004e-13
P,650.0,8.067485565565033,9.834871116595755,7.0,1.0674855655650326,0.3202456696695098,0.0,0.0,50.0,5.0,36.9383580165421,0.3202456696695098,0.3202456696695098,32.02456696695098,-2.5295321393059567e-12
P,660.0,8.0909965275248,9.897367011253449,7.0,1.0909965275247995,0.3272989582574398,0.0,0.0,50.0,5.0,37.75314310992877,0.3272989582574398,0.3272989582574398,32.72989582574398,2.7569058147491887e-12
P,670.0,8.115031203525684,9.95596441264135,7.0,1.1150312035256835,0.33450936105770507,0.0,0.0,50.0,5.0,38.47550407051743,0.33450936105770507,0.33450936105770507,33.45093610577051,1.3073986337985843e-12
P,680.0,8.13907219857232,10.011105541490549,7.0,1.13907219857232,0.341721659571696,0.0,0.0,50.0,5.0,39.125496866990986,0.341721659571696,0.341721659571696,34.1721659571696,7.105427357601002e-13
P,690.0,8.162772346466202,10.063136656959491,7.0,1.1627723464662019,0.34883170393986057,0.0,0.0,50.0,5.0,39.71761408930975,0.34883170393986057,0.34883170393986057,34.883170393986056,-1.4495071809506044e-12
P,700.0,8.185903656013204,10.112334675670928,7.0,1.1859036560132044,0.3557710968039613,0.0,0.0,50.0,5.0,40.26240831084642,0.3557710968039613,0.3557710968039613,35.57710968039613,-1.9895196601282805e-12
P,710.0,8.208321352809618,10.158926023465922,7.0,1.2083213528096177,0.3624964058428853,0.0,0.0,50.0,5.0,40.767637616716755,0.3624964058428853,0.3624964058428853,36.24964058428853,2.5579538487363607e-12
P,720.0,8.229938563491093,10.203100006161057,7.0,1.2299385634910927,0.36898156904732776,0.0,0.0,50.0,5.0,41.23907415180224,0.36898156904732776,0.36898156904732776,36.89815690473278,-3.126388037344441e-13
P,730.0,8.250708502472285,10.245018311654826,7.0,1.2507085024722855,0.37521255074168564,0.0,0.0,50.0,5.0,41.6810750119151,0.37521255074168564,0.37521255074168564,37.521255074168565,-4.263256414560601e-13
P,740.0,8.270611947150499,10.284821780497337,7.0,1.270611947150499,0.3811835841451497,0.0,0.0,50.0,5.0,42.09698551694891,0.3811835841451497,0.3811835841451497,38.11835841451497,-7.531752999057062e-13
P,750.0,8.28964844046358,10.322635246923419,7.0,1.28964844046358,0.386894532139074,0.0,0.0,50.0,5.0,42.489424255010626,0.386894532139074,0.386894532139074,38.6894532139074,-6.252776074688882e-13
P,760.0,8.307830120086084,10.3585710160382,7.0,1.3078301200860842,0.39234903602582527,0.0,0.0,50.0,5.0,42.86048472539921,0.39234903602582527,0.39234903602582527,39.23490360258253,2.5579538487363607e-13
P,770.0,8.325177398185685,10.392731376203754,7.0,1.3251773981856854,0.3975532194557056,0.0,0.0,50.0,5.0,43.21187814057763,0.3975532194557056,0.3975532194557056,39.75532194557056,-2.842170943040401e-14
P,780.0,8.341715944573279,10.425210428162712,7.0,1.341715944573279,0.40251478337198365,0.0,0.0,50.0,5.0,43.545034707019155,0.40251478337198365,0.40251478337198365,40.251478337198364,-8.526512829121202e-13
P,790.0,8.357474587491081,10.456095429564535,7.0,1.3574745874910814,0.4072423762473244,0.0,0.0,50.0,5.0,43.86117559933517,0.4072423762473244,0.4072423762473244,40.72423762473244,-6.252776074688882e-13
P,800.0,8.372483860096835,10.485467795117955,7.0,1.3724838600968354,0.4117451580290506,0.0,0.0,50.0,5.0,44.161364241941406,0.4117451580290506,0.4117451580290506,41.17451580290506,-1.9895196601282805e-13
P,810.0,8.386775000953469,10.513403851376609,7.0,1.3867750009534685,0.41603250028604055,0.0,0.0,50.0,5.0,44.44654297384363,0.41603250028604055,0.41603250028604055,41.60325002860405,-9.521272659185342e-13
P,820.0,8.40037927341873,10.53997541609506,7.0,1.4003792734187304,0.4201137820256191,0.0,0.0,50.0,5.0,44.7175593819353,0.4201137820256191,0.4201137820256191,42.011378202561914,2.7284841053187847e-12
P,830.0,8.413327508726738,10.565250251588193,7.0,1.4133275087267378,0.4239982526180213,0.0,0.0,50.0,5.0,44.975185325804404,0.4239982526180213,0.4239982526180213,42.399825261802135,7.247535904753022e-13
P,840.0,8.425649805683687,10.589292427062812,7.0,1.4256498056836868,0.427694941705106,0.0,0.0,50.0,5.0,45.22013078682372,0.427694941705106,0.427694941705106,42.769494170510605,-7.531752999057062e-13
P,850.0,8.437375339733032,10.612162614685666,7.0,1.4373753397330322,0.4312126019199097,0.0,0.0,50.0,5.0,45.45305404651003,0.4312126019199097,0.4312126019199097,43.12126019199097,1.5774048733874224e-12
P,860.0,8.44853224812786,10.633918336951167,7.0,1.4485322481278597,0.4345596744383579,0.0,0.0,50.0,5.0,45.67456925640712,0.4345596744383579,0.4345596744383579,43.45596744383579,-2.8990143619012088e-12
P,870.0,8.459147567805234,10.654614177829602,7.0,1.4591475678052337,0.4377442703415701,0.0,0.0,50.0,5.0,45.8852521495093,0.4377442703415701,0.4377442703415701,43.77442703415701,-9.237055564881302e-13
P,880.0,8.469247209505484,10.674301966587931,7.0,1.4692472095054843,0.4407741628516453,0.0,0.0,50.0,5.0,46.08564442302314,0.4407741628516453,0.4407741628516453,44.07741628516453,1.5916157281026244e-12
P,890.0,8.478855956576577,10.693030940640453,7.0,1.4788559565765773,0.44365678697297317,0.0,0.0,50.0,5.0,46.276257166935,0.44365678697297317,0.44365678697297317,44.36567869729732,-5.684341886080802e-14
P,900.0,8.487997480354748,10.710847891994831,7.0,1.487997480354748,0.4463992441064244,0.0,0.0,50.0,5.0,46.45757360327774,0.4463992441064244,0.4463992441064244,44.639924410642436,3.836930773104541e-13
P,910.0,8.496694366443911,10.727797300591588,7.0,1.4966943664439114,0.4490083099331734,0.0,0.0,50.0,5.0,46.63005132368644,0.4490083099331734,0.4490083099331734,44.90083099331734,-2.4940050025179517e-12
P,920.0,8.504968147928931,10.743921456937585,7.0,1.5049681479289312,0.45149044437867936,0.0,0.0,50.0,5.0,46.79412415828086,0.45149044437867936,0.45149044437867936,45.149044437867936,-1.3713474800169934e-12
P,930.0,8.512839342763442,10.759260575797486,7.0,1.5128393427634421,0.4538518028290326,0.0,0.0,50.0,5.0,46.950203770411505,0.4538518028290326,0.4538518028290326,45.38518028290326,-5.897504706808832e-13
P,940.0,8.520327493421377,10.773852902254847,7.0,1.5203274934213766,0.45609824802641297,0.0,0.0,50.0,5.0,47.09868104461952,0.45609824802641297,0.45609824802641297,45.6098248026413,3.552713678800501e-13
P,950.0,8.527451207497828,10.787734811132266,7.0,1.527451207497828,0.45823536224934835,0.0,0.0,50.0,5.0,47.23992731595975,0.45823536224934835,0.45823536224934835,45.823536224934834,2.1813661987835076e-12
P,960.0,8.534228198363977,10.800940900529588,7.0,1.5342281983639765,0.46026845950919293,0.0,0.0,50.0,5.0,47.37429547526127,0.46026845950919293,0.46026845950919293,46.026845950919295,1.4708234630234074e-12
P,970.0,8.540675325274703,10.813504080073791,7.0,1.5406753252747034,0.462202597582411,0.0,0.0,50.0,5.0,47.50212097530093,0.462202597582411,0.462202597582411,46.2202597582411,-2.2737367544323206e-12
P,980.0,8.546808632533363,10.825455654354649,7.0,1.546808632533363,0.4640425897600089,0.0,0.0,50.0,5.0,47.623722756064865,0.4640425897600089,0.4640425897600089,46.40425897600089,1.3642420526593924e-12
P,990.0,8.552643387461899,10.836825401933286,7.0,1.5526433874618988,0.4657930162385696,0.0,0.0,50.0,5.0,47.739404102451985,0.4657930162385696,0.4657930162385696,46.57930162385696,8.881784197001252e-13
P,1000.0,8.558194117024554,10.847641650246914,7.0,1.558194117024554,0.46745823510736617,0.0,0.0,50.0,5.0,47.84945344434731,0.46745823510736617,0.46745823510736617,46.745823510736614,5.115907697472721e-13
P,1010.0,8.56347464302269,10.857931346685444,7.0,1.5634746430226905,0.4690423929068071,0.0,0.0,50.0,5.0,47.954145106551536,0.4690423929068071,0.4690423929068071,46.904239290680714,-4.121147867408581e-13
P,1020.0,8.5684981158259,10.867720126079934,7.0,1.5684981158259,0.47054943474776995,0.0,0.0,50.0,5.0,48.05374001430931,0.47054943474776995,0.47054943474776995,47.054943474777,3.517186542012496e-13
P,1030.0,8.57327704663706,10.877032374815297,7.0,1.5732770466370596,0.47198311399111786,0.0,0.0,50.0,5.0,48.148486358925155,0.47198311399111786,0.47198311399111786,47.19831139911179,1.3109513474773848e-12
P,1040.0,8.577823338310807,10.885891291758238,7.0,1.5778233383108073,0.47334700149324216,0.0,0.0,50.0,5.0,48.2386202270513,0.47334700149324216,0.47334700149324216,47.33470014932421,-2.277289468111121e-12
P,1050.0,8.582148314759262,10.89431894617426,7.0,1.5821483147592623,0.4746444944277787,0.0,0.0,50.0,5.0,48.324366196573465,0.4746444944277787,0.4746444944277787,47.46444944277787,8.668621376273222e-13
P,1060.0,8.586262748987949,10.902336332793526,7.0,1.5862627489879486,0.47587882469638454,0.0,0.0,50.0,5.0,48.40593790153657,0.47587882469638454,0.47587882469638454,47.58788246963845,-2.6645352591003757e-12
P,1070.0,8.590176889810428,10.909963424173734,7.0,1.5901768898104276,0.47705306694312827,0.0,0.0,50.0,5.0,48.4835385681931,0.47705306694312827,0.47705306694312827,47.705306694312824,-3.730349362740526e-13
P,1080.0,8.593900487293109,10.917219220498168,7.0,1.5939004872931086,0.4781701461879326,0.0,0.0,50.0,5.0,48.55736152398575,0.4781701461879326,0.4781701461879326,47.81701461879326,-3.552713678800501e-14
P,1090.0,8.597442816983024,10.924121796938428,7.0,1.5974428169830244,0.47923284509490727,0.0,0.0,50.0,5.0,48.62759068106793,0.47923284509490727,0.47923284509490727,47.92328450949073,-1.6342482922482304e-12
P,1100.0,8.600812702971432,10.930688348703653,7.0,1.6008127029714316,0.4802438108914295,0.0,0.0,50.0,5.0,48.69440099580341,0.4802438108914295,0.4802438108914295,48.02438108914295,-1.4743761767022079e-12
P,1110.0,8.604018539845406,10.936935233891196,7.0,1.6040185398454057,0.4812055619536217,0.0,0.0,50.0,5.0,48.75795890555702,0.4812055619536217,0.4812055619536217,48.12055619536217,1.4921397450962104e-12
P,1120.0,8.607068313578395,10.942878014247382,7.0,1.6070683135783952,0.48212049407351854,0.0,0.0,50.0,5.0,48.81842274398183,0.48212049407351854,0.48212049407351854,48.212049407351856,-1.4210854715202004e-12
P,1130.0,8.60996962140916,10.94853149394125,7.0,1.6099696214091601,0.482990886422748,0.0,0.0,50.0,5.0,48.87594313592067,0.482990886422748,0.482990886422748,48.2990886422748,1.5987211554602254e-13
P,1140.0,8.612729690756748,10.953909756448807,7.0,1.6127296907567477,0.48381890722702425,0.0,0.0,50.0,5.0,48.93066337296404,0.48381890722702425,0.48381890722702425,48.38189072270242,8.704148513061227e-13
P,1150.0,8.61535539721733,10.959026199640366,7.0,1.6153553972173302,0.48460661916519904,0.0,0.0,50.0,5.0,48.982719770641445,0.48460661916519904,0.48460661916519904,48.4606619165199,3.907985046680551e-13
P,1160.0,8.617853281686811,10.963893569158827,7.0,1.617853281686811,0.4853559845060433,0.0,0.0,50.0,5.0,49.032242008165134,0.4853559845060433,0.4853559845060433,48.535598450604326,-2.488675931999751e-12
P,1170.0,8.620229566651217,10.968523990172391,7.0,1.6202295666512168,0.486068869995365,0.0,0.0,50.0,5.0,49.079353451592546,0.486068869995365,0.486068869995365,48.6068869995365,4.0678571622265736e-13
P,1180.0,8.622490171684978,10.97292899758104,7.0,1.6224901716849782,0.48674705150549347,0.0,0.0,50.0,5.0,49.12417146122768,0.48674705150549347,0.48674705150549347,48.67470515054934,1.0462741784067475e-12
P,1190.0,8.6246407281954,10.977119564752199,7.0,1.6246407281954003,0.4873922184586201,0.0,0.0,50.0,5.0,49.16680768403709,0.4873922184586201,0.4873922184586201,48.739221845862005,-1.5472068071176182e-12
P,1200.0,8.626686593449827,10.981106130857285,7.0,1.6266865934498274,0.48800597803494816,0.0,0.0,50.0,5.0,49.20736833181585,0.48800597803494816,0.48800597803494816,48.80059780349482,1.829647544582258e-12
P,1210.0,8.628632863920263,10.984898626877305,7.0,1.628632863920263,0.4885898591760789,0.0,0.0,50.0,5.0,49.24595444580218,0.4885898591760789,0.4885898591760789,48.85898591760789,1.2434497875801753e-12
P,1220.0,8.630484387978608,10.988506500342366,7.0,1.6304843879786084,0.4891453163935825,0.0,0.0,50.0,5.0,49.28266214840253,0.4891453163935825,0.4891453163935825,48.91453163935825,-1.9539925233402755e-12
P,1230.0,8.632245777974035,10.991938738866756,7.0,1.6322457779740347,0.4896737333922104,0.0,0.0,50.0,5.0,49.31758288265786,0.4896737333922104,0.4896737333922104,48.96737333922104,-2.0961010704922955e-12
P,1240.0,8.633921421722537,10.99520389253825,7.0,1.6339214217225368,0.490176426516761,0.0,0.0,50.0,5.0,49.35080364004839,0.490176426516761,0.490176426516761,49.017642651676105,2.469136006766348e-12
P,1250.0,8.635515493437238,10.998310095217445,7.0,1.6355154934372376,0.49065464803117126,0.0,0.0,50.0,5.0,49.382407177206325,0.49065464803117126,0.49065464803117126,49.06546480311712,3.1796787425264483e-12
P,1260.0,8.63703196412666,11.00126508480019,7.0,1.6370319641266597,0.4911095892379979,0.0,0.0,50.0,5.0,49.41247222207678,0.4911095892379979,0.4911095892379979,49.11095892379979,1.5276668818842154e-12
P,1270.0,8.638474611486837,11.004076222493602,7.0,1.6384746114868367,0.491542383446051,0.0,0.0,50.0,5.0,49.44107367004138,0.491542383446051,0.491542383446051,49.1542383446051,-1.8118839761882555e-12
P,1280.0,8.639847029311891,11.00675051115369,7.0,1.6398470293118912,0.4919541087935673,0.0,0.0,50.0,5.0,49.468282770493595,0.4919541087935673,0.4919541087935673,49.195410879356736,-5.3290705182007514e-14
P,1290.0,8.641152636446517,11.009294612730276,7.0,1.6411526364465168,0.49234579093395503,0.0,0.0,50.0,5.0,49.49416730433057,0.49234579093395503,0.49234579093395503,49.2345790933955,-1.1013412404281553e-12
P,1300.0,8.642394685302666,11.011714864862666,7.0,1.6423946853026656,0.49271840559079966,0.0,0.0,50.0,5.0,49.51879175280401,0.49271840559079966,0.49271840559079966,49.27184055907997,2.077449323678593e-12
P,1310.0,8.643576269961633,11.014017296667431,7.0,1.643576269961633,0.4930728809884899,0.0,0.0,50.0,5.0,49.54221745815118,0.4930728809884899,0.4930728809884899,49.307288098848986,-4.805045250577678e-13
P,1320.0,8.644700333881739,11.016207643757618,7.0,1.6447003338817385,0.4934101001645215,0.0,0.0,50.0,5.0,49.56450277640587,0.4934101001645215,0.4934101001645215,49.34101001645215,2.6556534749033744e-13
P,1330.0,8.645769677230799,11.018291362530794,7.0,1.645769677230799,0.4937309031692397,0.0,0.0,50.0,5.0,49.5857032227699,0.4937309031692397,0.4937309031692397,49.37309031692397,-2.4877877535800508e-12
P,1340.0,8.64678696386164,11.020273643761561,7.0,1.64678696386164,0.49403608915849195,0.0,0.0,50.0,5.0,49.60587160990835,0.49403608915849195,0.49403608915849195,49.4036089158492,-6.394884621840902e-13
P,1350.0,8.647754727948048,11.022159425532335,7.0,1.6477547279480476,0.49432641838441427,0.0,0.0,50.0,5.0,49.625058179511605,0.49432641838441427,0.49432641838441427,49.43264183844143,1.6697754290362354e-12
P,1360.0,8.648675380297666,11.023953405534671,7.0,1.6486753802976661,0.49460261408929984,0.0,0.0,50.0,5.0,49.643310727453404,0.49460261408929984,0.49460261408929984,49.46026140892998,1.7763568394002505e-14
P,1370.0,8.649551214357587,11.025660052771736,7.0,1.6495512143575866,0.49486536430727596,0.0,0.0,50.0,5.0,49.66067472285571,0.49486536430727596,0.49486536430727596,49.4865364307276,-1.971756091734278e-12
P,1380.0,8.650384411927577,11.027283618691087,7.0,1.6503844119275772,0.49511532357827315,0.0,0.0,50.0,5.0,49.67719342135734,0.49511532357827315,0.49511532357827315,49.51153235782731,-2.1316282072803006e-13
P,1390.0,8.651177048595185,11.028828147775501,7.0,1.6511770485951853,0.4953531145785556,0.0,0.0,50.0,5.0,49.692907972868596,0.4953531145785556,0.4953531145785556,49.535311457855556,3.375077994860476e-13
P,1400.0,8.651931098906253,11.030297487618235,7.0,1.6519310989062532,0.49557932967187596,0.0,0.0,50.0,5.0,49.70785752408041,0.49557932967187596,0.49557932967187596,49.5579329671876,8.526512829121202e-13
P,1410.0,8.65264844128373,11.031695298507803,7.0,1.6526484412837306,0.49579453238511917,0.0,0.0,50.0,5.0,49.7220793159831,0.49579453238511917,0.49579453238511917,49.57945323851192,3.197442310920451e-13
P,1420.0,8.653330862707037,11.03302506254616,7.0,1.6533308627070369,0.49599925881211104,0.0,0.0,50.0,5.0,49.73560877663768,0.49599925881211104,0.49599925881211104,49.59992588121111,-2.291500322826323e-12
P,1430.0,8.653980063163623,11.034290092323014,7.0,1.6539800631636226,0.49619401894908677,0.0,0.0,50.0,5.0,49.74847960943127,0.49619401894908677,0.49619401894908677,49.61940189490868,-1.9895196601282805e-12
P,1440.0,8.654597659883827,11.03549353916784,7.0,1.6545976598838266,0.49637929796514796,0.0,0.0,50.0,5.0,49.76072387703588,0.49637929796514796,0.49637929796514796,49.6379297965148,1.4166445794216997e-13
P,1450.0,8.655185191369574,11.036638401000204,7.0,1.6551851913695739,0.49655555741087215,0.0,0.0,50.0,5.0,49.77237208128016,0.49655555741087215,0.49655555741087215,49.65555574108721,3.5083047578154947e-14
P,1460.0,8.655744121226956,11.037727529797905,7.0,1.655744121226956,0.49672323636808674,0.0,0.0,50.0,5.0,49.78345323913284,0.49672323636808674,0.49672323636808674,49.67232363680868,-2.7893243270682433e-12
P,1470.0,8.656275841812239,11.038763638701576,7.0,1.6562758418122385,0.49688275254367154,0.0,0.0,50.0,5.0,49.793994954987156,0.49688275254367154,0.49688275254367154,49.688275254367156,-1.603162047558726e-13
P,1480.0,8.656781677700373,11.039749308773407,7.0,1.6567816777003728,0.4970345033101118,0.0,0.0,50.0,5.0,49.80402348942642,0.4970345033101118,0.4970345033101118,49.703450331011176,-1.2434497875801753e-12
P,1490.0,8.657262888984656,11.040686995426869,7.0,1.657262888984656,0.49717886669539674,0.0,0.0,50.0,5.0,49.81356382464225,0.49717886669539674,0.49717886669539674,49.71788666953967,-1.723066134218243e-12
P,1500.0,8.657720674415769,11.041579034543414,7.0,1.6577206744157689,0.4973162023247306,0.0,0.0,50.0,5.0,49.82263972666778,0.4973162023247306,0.4973162023247306,49.73162023247306,1.900701818158268e-12
P,1510.0,8.658156174387992,11.042427648291415,7.0,1.658156174387992,0.49744685231639757,0.0,0.0,50.0,5.0,49.83127380458154,0.49744685231639757,0.49744685231639757,49.74468523163976,-3.552713678800501e-13
P,1520.0,8.658570473780058,11.043234950661839,7.0,1.658570473780058,0.4975711421340174,0.0,0.0,50.0,5.0,49.83948756682922,0.4975711421340174,0.4975711421340174,49.757114213401735,1.1546319456101628e-12
P,1530.0,8.658964604657701,11.044002952734427,7.0,1.658964604657701,0.4976893813973102,0.0,0.0,50.0,5.0,49.84730147480358,0.4976893813973102,0.4976893813973102,49.76893813973102,4.618527782440651e-13
P,1540.0,8.65933954884465,11.044733567687521,7.0,1.6593395488446507,0.4978018646533952,0.0,0.0,50.0,5.0,49.85473499381598,0.4978018646533952,0.4978018646533952,49.78018646533952,1.1368683772161603e-12
P,1550.0,8.659696240368461,11.045428615564,7.0,1.6596962403684614,0.4979088721105384,0.0,0.0,50.0,5.0,49.86180664158673,0.4979088721105384,0.4979088721105384,49.79088721105384,-9.947598300641403e-13
P,1560.0,8.66003556778728,11.046089827805211,7.0,1.6600355677872791,0.49801067033618374,0.0,0.0,50.0,5.0,49.86853403437478,0.49801067033618374,0.49801067033618374,49.801067033618374,8.881784197001252e-13
